TEAM1_WIN,AST%_TEAM1,LAST_TEAM1,FT%_TEAM1,EXP_TEAM1,BARTHAG_TEAM1,WAB_TEAM1,CONSISTENCY TR RATING_TEAM1,SEED_TEAM1,BADJ EM_TEAM1,TR RANK_TEAM1,AST%_TEAM2,LAST_TEAM2,FT%_TEAM2,EXP_TEAM2,BARTHAG_TEAM2,WAB_TEAM2,CONSISTENCY TR RATING_TEAM2,SEED_TEAM2,BADJ EM_TEAM2,TR RANK_TEAM2
0,45.6,85.0,76.4,2.117,0.79,0.6,10.2,12.0,12.4,85.0,52.8,21.0,72.6,1.815,0.923,4.5,11.6,5.0,22.5,22.0
0,54.0,99.0,70.1,1.785,0.699,-1.6,9.5,13.0,7.3,99.0,51.0,10.0,72.2,1.51,0.924,4.9,10.8,4.0,23.1,10.0
1,54.1,22.0,71.7,2.125,0.895,2.4,11.9,6.0,19.5,21.0,54.5,50.0,72.2,1.608,0.841,-1.5,12.0,11.0,14.9,50.0
1,54.7,13.0,65.7,1.626,0.919,6.9,10.4,3.0,21.8,13.0,45.7,104.0,71.5,1.738,0.72,-1.1,9.5,14.0,8.5,104.0
0,53.7,52.0,70.3,1.894,0.797,1.9,11.4,10.0,12.2,52.0,55.8,29.0,66.7,1.551,0.869,1.9,11.5,7.0,16.7,29.0
0,54.3,158.0,72.5,1.601,0.523,-3.2,10.4,15.0,0.8,158.0,60.9,8.0,74.1,1.844,0.93,7.1,10.0,2.0,24.4,8.0
1,53.7,1.0,77.1,1.313,0.966,10.6,10.8,1.0,32.3,1.0,51.0,187.0,73.3,1.584,0.453,-6.5,8.6,16.0,-1.7,187.0
1,49.5,45.0,67.2,0.744,0.801,-1.1,12.0,9.0,12.2,45.0,58.6,36.0,71.0,1.785,0.85,1.3,11.3,8.0,16.0,36.0
0,53.3,76.0,72.8,1.887,0.745,-0.4,9.1,12.0,9.9,76.0,54.4,9.0,76.6,1.669,0.929,4.6,12.5,5.0,23.8,9.0
1,58.5,128.0,76.6,1.443,0.618,-2.5,8.9,13.0,4.4,128.0,63.8,12.0,73.8,2.303,0.877,3.4,10.1,4.0,18.9,12.0
0,53.9,67.0,75.4,2.209,0.744,1.4,8.3,11.0,9.8,67.0,49.2,18.0,72.0,1.885,0.907,1.4,13.4,6.0,20.8,18.0
0,49.6,115.0,70.1,1.934,0.659,-1.9,9.8,14.0,5.8,114.0,51.8,14.0,70.1,1.786,0.922,4.7,9.8,3.0,21.8,14.0
1,47.9,25.0,77.1,1.614,0.898,1.7,10.7,10.0,19.9,25.0,49.9,30.0,67.8,2.109,0.855,2.8,11.3,7.0,16.7,30.0
1,59.3,4.0,74.3,2.106,0.957,7.6,11.3,2.0,29.2,4.0,49.9,184.0,73.7,1.488,0.467,-5.5,9.2,15.0,-1.2,184.0
0,55.6,113.0,66.3,1.833,0.653,-3.3,10.0,16.0,5.5,113.0,56.4,7.0,70.1,1.783,0.941,8.2,12.7,1.0,26.0,7.0
0,55.2,53.0,70.0,1.734,0.812,0.9,10.6,9.0,13.7,53.0,55.5,26.0,69.3,2.043,0.887,2.5,8.1,8.0,19.1,26.0
1,52.2,24.0,75.7,2.022,0.882,4.0,8.1,5.0,17.9,24.0,48.8,71.0,64.3,2.012,0.811,1.3,10.2,12.0,12.7,71.0
0,42.8,111.0,76.8,2.061,0.543,-2.1,7.5,13.0,1.6,112.0,53.3,20.0,78.6,1.241,0.895,4.3,9.8,4.0,19.9,20.0
1,48.2,55.0,74.0,0.961,0.823,-0.4,7.3,11.0,13.3,55.0,62.6,19.0,70.8,2.036,0.882,2.2,7.6,6.0,19.3,19.0
0,52.2,79.0,71.7,1.977,0.652,-3.0,10.3,14.0,5.7,79.0,67.3,5.0,75.0,1.323,0.942,8.0,11.0,3.0,25.7,5.0
1,54.4,39.0,70.7,2.171,0.822,1.6,7.4,7.0,13.7,41.0,50.4,38.0,74.8,1.253,0.855,1.1,10.6,10.0,16.6,38.0
1,57.3,2.0,70.8,0.688,0.958,6.6,10.4,2.0,29.3,2.0,56.5,120.0,73.9,2.223,0.54,-7.3,9.7,15.0,1.5,120.0
1,55.4,44.0,74.3,1.344,0.862,2.6,9.9,9.0,16.5,44.0,58.1,182.0,65.1,1.951,0.418,-4.9,10.7,16.0,-3.0,182.0
0,54.6,84.0,69.6,1.751,0.763,-1.3,8.9,13.0,11.0,84.0,49.5,16.0,69.7,0.189,0.893,4.3,9.4,5.0,19.4,16.0
0,62.7,15.0,75.6,1.393,0.921,6.4,10.2,3.0,22.0,15.0,59.4,63.0,72.5,1.803,0.797,2.0,11.1,11.0,12.2,63.0
1,58.0,41.0,74.7,2.161,0.85,2.5,10.0,7.0,16.5,40.0,60.8,6.0,68.7,1.731,0.947,5.9,9.4,2.0,24.6,6.0
0,57.6,11.0,79.0,1.844,0.927,8.8,10.6,1.0,24.1,11.0,52.2,35.0,68.5,1.607,0.851,1.0,9.1,9.0,16.1,35.0
1,51.0,10.0,72.2,1.51,0.924,4.9,10.8,4.0,23.1,10.0,52.8,21.0,72.6,1.815,0.923,4.5,11.6,5.0,22.5,22.0
1,54.7,13.0,65.7,1.626,0.919,6.9,10.4,3.0,21.8,13.0,54.1,22.0,71.7,2.125,0.895,2.4,11.9,6.0,19.5,21.0
0,60.9,8.0,74.1,1.844,0.93,7.1,10.0,2.0,24.4,8.0,55.8,29.0,66.7,1.551,0.869,1.9,11.5,7.0,16.7,29.0
0,49.5,45.0,67.2,0.744,0.801,-1.1,12.0,9.0,12.2,45.0,53.7,1.0,77.1,1.313,0.966,10.6,10.8,1.0,32.3,1.0
1,54.4,9.0,76.6,1.669,0.929,4.6,12.5,5.0,23.8,9.0,58.5,128.0,76.6,1.443,0.618,-2.5,8.9,13.0,4.4,128.0
0,49.2,18.0,72.0,1.885,0.907,1.4,13.4,6.0,20.8,18.0,51.8,14.0,70.1,1.786,0.922,4.7,9.8,3.0,21.8,14.0
0,47.9,25.0,77.1,1.614,0.898,1.7,10.7,10.0,19.9,25.0,59.3,4.0,74.3,2.106,0.957,7.6,11.3,2.0,29.2,4.0
1,56.4,7.0,70.1,1.783,0.941,8.2,12.7,1.0,26.0,7.0,55.5,26.0,69.3,2.043,0.887,2.5,8.1,8.0,19.1,26.0
1,52.2,24.0,75.7,2.022,0.882,4.0,8.1,5.0,17.9,24.0,53.3,20.0,78.6,1.241,0.895,4.3,9.8,4.0,19.9,20.0
0,67.3,5.0,75.0,1.323,0.942,8.0,11.0,3.0,25.7,5.0,48.2,55.0,74.0,0.961,0.823,-0.4,7.3,11.0,13.3,55.0
1,57.3,2.0,70.8,0.688,0.958,6.6,10.4,2.0,29.3,2.0,54.4,39.0,70.7,2.171,0.822,1.6,7.4,7.0,13.7,41.0
1,55.4,44.0,74.3,1.344,0.862,2.6,9.9,9.0,16.5,44.0,49.5,16.0,69.7,0.189,0.893,4.3,9.4,5.0,19.4,16.0
0,58.0,41.0,74.7,2.161,0.85,2.5,10.0,7.0,16.5,40.0,59.4,63.0,72.5,1.803,0.797,2.0,11.1,11.0,12.2,63.0
1,52.2,35.0,68.5,1.607,0.851,1.0,9.1,9.0,16.1,35.0,51.0,10.0,72.2,1.51,0.924,4.9,10.8,4.0,23.1,10.0
1,54.7,13.0,65.7,1.626,0.919,6.9,10.4,3.0,21.8,13.0,55.8,29.0,66.7,1.551,0.869,1.9,11.5,7.0,16.7,29.0
0,54.4,9.0,76.6,1.669,0.929,4.6,12.5,5.0,23.8,9.0,53.7,1.0,77.1,1.313,0.966,10.6,10.8,1.0,32.3,1.0
0,59.3,4.0,74.3,2.106,0.957,7.6,11.3,2.0,29.2,4.0,51.8,14.0,70.1,1.786,0.922,4.7,9.8,3.0,21.8,14.0
1,56.4,7.0,70.1,1.783,0.941,8.2,12.7,1.0,26.0,7.0,52.2,24.0,75.7,2.022,0.882,4.0,8.1,5.0,17.9,24.0
1,57.3,2.0,70.8,0.688,0.958,6.6,10.4,2.0,29.3,2.0,48.2,55.0,74.0,0.961,0.823,-0.4,7.3,11.0,13.3,55.0
0,55.4,44.0,74.3,1.344,0.862,2.6,9.9,9.0,16.5,44.0,59.4,63.0,72.5,1.803,0.797,2.0,11.1,11.0,12.2,63.0
0,52.2,35.0,68.5,1.607,0.851,1.0,9.1,9.0,16.1,35.0,54.7,13.0,65.7,1.626,0.919,6.9,10.4,3.0,21.8,13.0
0,51.8,14.0,70.1,1.786,0.922,4.7,9.8,3.0,21.8,14.0,53.7,1.0,77.1,1.313,0.966,10.6,10.8,1.0,32.3,1.0
0,57.3,2.0,70.8,0.688,0.958,6.6,10.4,2.0,29.3,2.0,56.4,7.0,70.1,1.783,0.941,8.2,12.7,1.0,26.0,7.0
1,54.7,13.0,65.7,1.626,0.919,6.9,10.4,3.0,21.8,13.0,59.4,63.0,72.5,1.803,0.797,2.0,11.1,11.0,12.2,63.0
0,56.4,7.0,70.1,1.783,0.941,8.2,12.7,1.0,26.0,7.0,53.7,1.0,77.1,1.313,0.966,10.6,10.8,1.0,32.3,1.0
0,54.7,13.0,65.7,1.626,0.919,6.9,10.4,3.0,21.8,13.0,53.7,1.0,77.1,1.313,0.966,10.6,10.8,1.0,32.3,1.0
1,53.2,2.0,79.4,1.845,0.962,11.1,10.2,1.0,30.0,2.0,45.6,221.0,67.5,1.461,0.403,-7.9,8.4,16.0,-3.4,221.0
0,55.9,43.0,73.4,1.923,0.83,3.3,9.7,9.0,15.0,42.0,51.6,15.0,64.4,2.056,0.923,5.1,10.3,8.0,22.0,16.0
1,57.2,9.0,70.8,1.562,0.959,5.0,11.2,5.0,27.4,9.0,51.9,66.0,68.9,2.068,0.786,1.5,8.5,12.0,12.5,66.0
0,53.9,81.0,69.8,2.526,0.758,-0.7,9.7,13.0,10.1,81.0,47.5,10.0,72.6,1.974,0.952,6.3,10.3,4.0,26.4,10.0
0,62.5,21.0,69.5,1.875,0.939,6.4,11.3,6.0,25.1,18.0,56.3,55.0,73.9,1.068,0.78,1.3,8.0,11.0,11.6,55.0
0,56.1,101.0,70.9,1.778,0.687,-0.3,9.1,14.0,7.2,101.0,60.1,16.0,71.2,1.908,0.931,7.9,8.0,3.0,23.5,15.0
1,51.3,38.0,69.3,1.537,0.882,1.7,10.4,7.0,16.9,38.0,57.4,28.0,77.9,1.671,0.886,0.6,10.5,10.0,19.8,28.0
1,47.3,6.0,75.8,1.414,0.943,8.6,10.5,2.0,26.2,6.0,48.1,147.0,72.3,2.045,0.548,-8.1,10.3,15.0,1.8,147.0
0,51.6,177.0,77.1,1.779,0.42,-9.8,10.6,16.0,-3.1,177.0,52.8,1.0,73.8,1.78,0.972,7.7,10.1,1.0,31.8,1.0
1,60.3,47.0,75.1,1.685,0.863,2.0,11.1,8.0,16.4,47.0,55.5,41.0,77.6,1.834,0.876,0.1,12.4,9.0,17.6,41.0
1,58.1,25.0,79.9,2.068,0.922,5.9,7.9,5.0,23.1,25.0,54.2,58.0,73.6,2.006,0.785,-0.4,9.2,12.0,11.5,58.0
1,57.7,5.0,67.8,1.953,0.951,6.4,11.5,4.0,26.3,5.0,54.3,89.0,67.9,1.413,0.706,-2.1,8.4,13.0,7.9,89.0
1,57.5,32.0,68.8,1.708,0.867,1.6,9.1,11.0,17.2,32.0,56.7,46.0,70.1,1.171,0.847,3.7,10.2,6.0,15.6,44.0
1,49.4,19.0,69.2,1.262,0.915,5.9,11.3,3.0,21.7,19.0,49.6,102.0,69.5,1.801,0.622,-1.7,8.8,14.0,4.6,102.0
1,63.7,22.0,74.8,1.957,0.932,3.9,11.5,7.0,24.1,22.0,56.7,44.0,70.7,2.26,0.797,1.3,8.5,10.0,12.1,46.0
0,52.6,163.0,73.2,1.823,0.486,-5.3,10.5,15.0,-0.5,163.0,52.6,20.0,75.8,1.133,0.918,7.9,8.6,2.0,22.0,20.0
0,51.9,214.0,66.1,2.206,0.411,-7.5,8.9,16.0,-3.1,214.0,55.1,7.0,66.6,1.763,0.943,11.0,6.8,1.0,26.0,7.0
1,65.9,36.0,66.4,1.115,0.846,0.4,10.7,9.0,15.1,36.0,48.1,31.0,71.8,1.45,0.89,2.9,11.3,8.0,18.4,31.0
0,60.2,53.0,70.3,1.63,0.791,1.7,9.7,12.0,12.4,53.0,53.8,17.0,69.6,2.508,0.919,6.5,10.0,5.0,22.5,17.0
0,49.2,73.0,70.0,1.935,0.77,0.7,8.8,13.0,10.9,73.0,64.9,13.0,76.4,1.555,0.933,5.6,9.4,4.0,23.8,13.0
0,56.2,26.0,68.3,1.718,0.902,4.3,10.8,6.0,20.3,26.0,51.5,39.0,65.7,1.795,0.848,0.4,10.8,11.0,15.3,39.0
0,55.8,110.0,77.0,1.928,0.59,-5.8,11.0,14.0,3.4,110.0,58.4,11.0,70.6,1.779,0.921,6.0,10.4,3.0,22.3,11.0
1,52.5,24.0,77.5,2.007,0.924,3.8,13.1,7.0,23.7,23.0,51.0,27.0,78.7,1.534,0.918,3.3,12.8,10.0,23.7,27.0
0,56.5,198.0,71.7,1.785,0.475,-8.1,10.9,15.0,-0.9,198.0,48.7,8.0,68.5,1.588,0.952,6.9,9.1,2.0,26.5,8.0
0,47.4,201.0,73.3,2.001,0.368,-4.4,10.1,16.0,-4.9,201.0,59.0,3.0,70.7,1.917,0.953,8.3,12.4,1.0,27.9,3.0
1,50.5,42.0,76.2,2.269,0.821,3.9,9.7,8.0,14.3,45.0,46.6,49.0,64.3,1.777,0.809,2.7,8.3,9.0,12.8,49.0
1,53.7,59.0,70.1,2.099,0.828,2.0,10.4,12.0,14.1,59.0,57.0,37.0,70.7,1.272,0.87,3.7,8.8,5.0,16.5,37.0
0,48.4,114.0,71.9,2.203,0.601,-1.8,8.0,13.0,3.7,114.0,49.2,23.0,74.0,2.01,0.901,5.5,9.3,4.0,20.5,24.0
0,60.5,33.0,69.0,1.595,0.886,1.7,9.0,11.0,18.2,33.0,58.7,18.0,68.3,1.72,0.926,5.6,8.9,6.0,22.4,21.0
0,45.5,141.0,71.7,1.629,0.536,-7.2,10.6,14.0,1.3,141.0,63.7,12.0,74.5,1.438,0.913,6.7,10.2,3.0,22.5,12.0
0,61.4,40.0,69.1,2.164,0.826,1.5,7.9,7.0,14.0,40.0,59.0,14.0,72.9,1.45,0.934,4.1,10.5,10.0,24.1,14.0
0,51.9,174.0,67.6,1.277,0.536,-4.9,7.7,15.0,1.3,174.0,51.5,4.0,70.2,0.935,0.954,9.0,9.9,2.0,27.7,4.0
0,53.2,2.0,79.4,1.845,0.962,11.1,10.2,1.0,30.0,2.0,51.6,15.0,64.4,2.056,0.923,5.1,10.3,8.0,22.0,16.0
1,47.5,10.0,72.6,1.974,0.952,6.3,10.3,4.0,26.4,10.0,57.2,9.0,70.8,1.562,0.959,5.0,11.2,5.0,27.4,9.0
0,56.3,55.0,73.9,1.068,0.78,1.3,8.0,11.0,11.6,55.0,60.1,16.0,71.2,1.908,0.931,7.9,8.0,3.0,23.5,15.0
0,47.3,6.0,75.8,1.414,0.943,8.6,10.5,2.0,26.2,6.0,51.3,38.0,69.3,1.537,0.882,1.7,10.4,7.0,16.9,38.0
1,52.8,1.0,73.8,1.78,0.972,7.7,10.1,1.0,31.8,1.0,60.3,47.0,75.1,1.685,0.863,2.0,11.1,8.0,16.4,47.0
1,57.7,5.0,67.8,1.953,0.951,6.4,11.5,4.0,26.3,5.0,58.1,25.0,79.9,2.068,0.922,5.9,7.9,5.0,23.1,25.0
1,57.5,32.0,68.8,1.708,0.867,1.6,9.1,11.0,17.2,32.0,49.4,19.0,69.2,1.262,0.915,5.9,11.3,3.0,21.7,19.0
1,52.6,20.0,75.8,1.133,0.918,7.9,8.6,2.0,22.0,20.0,63.7,22.0,74.8,1.957,0.932,3.9,11.5,7.0,24.1,22.0
0,65.9,36.0,66.4,1.115,0.846,0.4,10.7,9.0,15.1,36.0,55.1,7.0,66.6,1.763,0.943,11.0,6.8,1.0,26.0,7.0
0,53.8,17.0,69.6,2.508,0.919,6.5,10.0,5.0,22.5,17.0,64.9,13.0,76.4,1.555,0.933,5.6,9.4,4.0,23.8,13.0
0,51.5,39.0,65.7,1.795,0.848,0.4,10.8,11.0,15.3,39.0,58.4,11.0,70.6,1.779,0.921,6.0,10.4,3.0,22.3,11.0
0,48.7,8.0,68.5,1.588,0.952,6.9,9.1,2.0,26.5,8.0,52.5,24.0,77.5,2.007,0.924,3.8,13.1,7.0,23.7,23.0
0,50.5,42.0,76.2,2.269,0.821,3.9,9.7,8.0,14.3,45.0,59.0,3.0,70.7,1.917,0.953,8.3,12.4,1.0,27.9,3.0
0,53.7,59.0,70.1,2.099,0.828,2.0,10.4,12.0,14.1,59.0,49.2,23.0,74.0,2.01,0.901,5.5,9.3,4.0,20.5,24.0
1,63.7,12.0,74.5,1.438,0.913,6.7,10.2,3.0,22.5,12.0,58.7,18.0,68.3,1.72,0.926,5.6,8.9,6.0,22.4,21.0
0,59.0,14.0,72.9,1.45,0.934,4.1,10.5,10.0,24.1,14.0,51.5,4.0,70.2,0.935,0.954,9.0,9.9,2.0,27.7,4.0
1,47.5,10.0,72.6,1.974,0.952,6.3,10.3,4.0,26.4,10.0,51.6,15.0,64.4,2.056,0.923,5.1,10.3,8.0,22.0,16.0
1,51.3,38.0,69.3,1.537,0.882,1.7,10.4,7.0,16.9,38.0,60.1,16.0,71.2,1.908,0.931,7.9,8.0,3.0,23.5,15.0
0,57.7,5.0,67.8,1.953,0.951,6.4,11.5,4.0,26.3,5.0,52.8,1.0,73.8,1.78,0.972,7.7,10.1,1.0,31.8,1.0
1,57.5,32.0,68.8,1.708,0.867,1.6,9.1,11.0,17.2,32.0,52.6,20.0,75.8,1.133,0.918,7.9,8.6,2.0,22.0,20.0
0,64.9,13.0,76.4,1.555,0.933,5.6,9.4,4.0,23.8,13.0,55.1,7.0,66.6,1.763,0.943,11.0,6.8,1.0,26.0,7.0
1,58.4,11.0,70.6,1.779,0.921,6.0,10.4,3.0,22.3,11.0,52.5,24.0,77.5,2.007,0.924,3.8,13.1,7.0,23.7,23.0
0,49.2,23.0,74.0,2.01,0.901,5.5,9.3,4.0,20.5,24.0,59.0,3.0,70.7,1.917,0.953,8.3,12.4,1.0,27.9,3.0
1,51.5,4.0,70.2,0.935,0.954,9.0,9.9,2.0,27.7,4.0,63.7,12.0,74.5,1.438,0.913,6.7,10.2,3.0,22.5,12.0
0,47.5,10.0,72.6,1.974,0.952,6.3,10.3,4.0,26.4,10.0,51.3,38.0,69.3,1.537,0.882,1.7,10.4,7.0,16.9,38.0
0,57.5,32.0,68.8,1.708,0.867,1.6,9.1,11.0,17.2,32.0,52.8,1.0,73.8,1.78,0.972,7.7,10.1,1.0,31.8,1.0
0,55.1,7.0,66.6,1.763,0.943,11.0,6.8,1.0,26.0,7.0,58.4,11.0,70.6,1.779,0.921,6.0,10.4,3.0,22.3,11.0
0,51.5,4.0,70.2,0.935,0.954,9.0,9.9,2.0,27.7,4.0,59.0,3.0,70.7,1.917,0.953,8.3,12.4,1.0,27.9,3.0
0,51.3,38.0,69.3,1.537,0.882,1.7,10.4,7.0,16.9,38.0,52.8,1.0,73.8,1.78,0.972,7.7,10.1,1.0,31.8,1.0
1,59.0,3.0,70.7,1.917,0.953,8.3,12.4,1.0,27.9,3.0,58.4,11.0,70.6,1.779,0.921,6.0,10.4,3.0,22.3,11.0
1,59.0,3.0,70.7,1.917,0.953,8.3,12.4,1.0,27.9,3.0,52.8,1.0,73.8,1.78,0.972,7.7,10.1,1.0,31.8,1.0
1,54.9,1.0,70.6,1.863,0.961,11.6,10.4,1.0,29.2,1.0,50.4,238.0,67.0,1.667,0.327,-11.3,8.7,16.0,-6.6,238.0
0,53.4,57.0,73.7,1.771,0.803,0.7,9.0,8.0,12.4,57.0,52.3,26.0,78.7,1.968,0.874,1.2,10.2,9.0,17.1,25.0
1,52.9,19.0,75.9,1.774,0.885,4.0,10.2,5.0,18.7,19.0,44.2,94.0,74.2,1.889,0.744,-1.2,8.9,12.0,9.8,94.0
0,48.9,30.0,65.6,1.439,0.899,2.2,8.5,4.0,19.5,30.0,60.3,88.0,68.6,2.152,0.784,0.8,10.3,13.0,11.4,89.0
0,51.6,13.0,72.3,2.016,0.905,3.4,10.1,6.0,20.7,13.0,57.3,21.0,71.6,1.873,0.919,0.2,11.4,11.0,21.2,21.0
1,49.0,14.0,75.1,2.218,0.926,6.9,11.2,3.0,23.4,14.0,48.6,126.0,70.9,1.454,0.55,-5.8,10.3,14.0,1.8,126.0
1,58.0,20.0,71.9,2.125,0.911,2.0,11.5,7.0,21.2,20.0,54.7,90.0,68.4,2.186,0.716,-0.1,9.5,10.0,8.2,90.0
0,46.3,127.0,70.1,1.148,0.549,-6.3,9.3,15.0,1.7,127.0,60.7,6.0,77.7,1.709,0.959,8.9,9.5,2.0,28.5,6.0
1,49.9,24.0,71.5,1.495,0.904,6.7,10.8,1.0,20.8,24.0,62.3,268.0,69.3,1.649,0.239,-14.5,12.0,16.0,-10.3,268.0
0,60.1,28.0,70.4,1.92,0.872,0.3,10.6,9.0,16.8,28.0,55.5,49.0,71.3,1.79,0.854,3.4,10.6,8.0,16.1,47.0
0,63.8,25.0,72.7,1.878,0.877,3.5,11.3,5.0,18.5,26.0,57.6,53.0,66.7,2.27,0.812,-0.1,10.7,12.0,12.9,53.0
0,47.5,107.0,70.4,1.606,0.707,-0.7,9.0,13.0,8.0,107.0,49.2,11.0,72.2,1.063,0.918,4.2,8.5,4.0,23.0,11.0
0,46.5,34.0,66.5,1.958,0.859,3.2,11.7,6.0,16.2,33.0,50.7,79.0,75.4,2.207,0.777,-2.1,12.9,11.0,11.2,80.0
0,48.0,125.0,65.7,2.069,0.568,-4.5,9.8,14.0,2.5,125.0,63.4,16.0,67.3,1.815,0.918,5.2,10.6,3.0,21.5,16.0
1,51.2,32.0,69.0,2.092,0.878,-0.1,8.2,10.0,17.6,35.0,52.8,70.0,68.1,1.608,0.785,0.3,9.0,7.0,11.7,70.0
1,52.6,10.0,72.8,2.158,0.938,8.0,8.5,2.0,24.8,10.0,57.8,141.0,65.1,1.895,0.709,-3.5,9.3,15.0,7.7,140.0
0,45.7,191.0,64.5,1.331,0.48,-8.4,12.2,16.0,-0.7,191.0,58.5,3.0,73.8,1.854,0.942,8.5,8.5,1.0,25.8,3.0
0,51.3,44.0,67.8,1.247,0.848,0.2,10.0,8.0,15.8,44.0,63.0,51.0,72.7,1.133,0.826,3.3,9.6,9.0,13.8,51.0
1,54.7,12.0,72.3,1.749,0.912,3.2,11.3,5.0,22.1,12.0,55.7,108.0,73.3,2.305,0.651,0.4,10.0,12.0,5.6,108.0
1,50.5,9.0,68.3,0.956,0.943,5.0,11.1,4.0,26.5,9.0,58.0,65.0,66.8,2.267,0.697,-1.1,11.6,13.0,7.4,64.0
0,56.7,36.0,73.9,1.418,0.834,0.8,12.9,11.0,15.0,36.0,49.6,35.0,73.5,1.721,0.824,2.3,10.4,6.0,14.9,34.0
1,64.4,52.0,74.4,2.171,0.772,-1.2,12.3,14.0,10.9,52.0,54.2,5.0,67.0,1.724,0.944,7.4,10.3,3.0,25.2,5.0
0,62.9,31.0,75.8,2.072,0.864,1.8,11.4,10.0,17.1,31.0,49.4,38.0,70.7,1.348,0.837,0.4,9.7,7.0,14.6,38.0
1,59.8,17.0,73.1,1.534,0.922,7.7,12.0,2.0,22.6,17.0,52.1,128.0,67.7,1.391,0.593,-3.7,8.1,15.0,3.3,128.0
0,47.7,255.0,65.4,2.293,0.269,-6.3,11.6,16.0,-8.9,255.0,55.7,4.0,75.4,1.985,0.954,8.7,9.0,1.0,27.6,4.0
1,51.3,27.0,73.1,2.128,0.877,2.1,12.4,9.0,18.5,27.0,53.2,54.0,74.6,1.716,0.82,1.3,8.0,8.0,13.9,54.0
0,64.0,8.0,74.2,1.518,0.933,4.4,9.8,5.0,23.8,8.0,51.5,89.0,73.2,2.35,0.783,2.1,9.4,12.0,11.3,83.0
1,53.0,22.0,70.6,2.427,0.906,3.6,7.8,4.0,21.5,22.0,60.7,98.0,71.2,2.184,0.66,-3.6,9.7,13.0,6.1,98.0
1,49.6,23.0,76.0,1.788,0.904,2.1,9.5,11.0,20.7,23.0,51.3,37.0,66.6,1.139,0.893,5.3,9.5,6.0,18.7,37.0
0,50.0,116.0,69.6,2.293,0.652,-0.9,9.7,14.0,5.6,116.0,56.9,29.0,71.7,2.011,0.875,5.6,11.8,3.0,17.9,29.0
1,58.7,39.0,68.3,1.713,0.86,-0.3,9.4,10.0,16.2,39.0,57.5,46.0,67.3,1.562,0.838,2.4,12.0,7.0,14.2,46.0
0,71.4,2.0,73.0,1.818,0.945,7.2,9.9,2.0,26.6,2.0,50.3,134.0,60.7,1.752,0.605,-3.2,9.0,15.0,3.7,134.0
1,54.9,1.0,70.6,1.863,0.961,11.6,10.4,1.0,29.2,1.0,52.3,26.0,78.7,1.968,0.874,1.2,10.2,9.0,17.1,25.0
0,60.3,88.0,68.6,2.152,0.784,0.8,10.3,13.0,11.4,89.0,52.9,19.0,75.9,1.774,0.885,4.0,10.2,5.0,18.7,19.0
1,49.0,14.0,75.1,2.218,0.926,6.9,11.2,3.0,23.4,14.0,57.3,21.0,71.6,1.873,0.919,0.2,11.4,11.0,21.2,21.0
0,58.0,20.0,71.9,2.125,0.911,2.0,11.5,7.0,21.2,20.0,60.7,6.0,77.7,1.709,0.959,8.9,9.5,2.0,28.5,6.0
1,49.9,24.0,71.5,1.495,0.904,6.7,10.8,1.0,20.8,24.0,55.5,49.0,71.3,1.79,0.854,3.4,10.6,8.0,16.1,47.0
0,57.6,53.0,66.7,2.27,0.812,-0.1,10.7,12.0,12.9,53.0,49.2,11.0,72.2,1.063,0.918,4.2,8.5,4.0,23.0,11.0
1,63.4,16.0,67.3,1.815,0.918,5.2,10.6,3.0,21.5,16.0,50.7,79.0,75.4,2.207,0.777,-2.1,12.9,11.0,11.2,80.0
0,51.2,32.0,69.0,2.092,0.878,-0.1,8.2,10.0,17.6,35.0,52.6,10.0,72.8,2.158,0.938,8.0,8.5,2.0,24.8,10.0
0,63.0,51.0,72.7,1.133,0.826,3.3,9.6,9.0,13.8,51.0,58.5,3.0,73.8,1.854,0.942,8.5,8.5,1.0,25.8,3.0
0,50.5,9.0,68.3,0.956,0.943,5.0,11.1,4.0,26.5,9.0,54.7,12.0,72.3,1.749,0.912,3.2,11.3,5.0,22.1,12.0
1,49.6,35.0,73.5,1.721,0.824,2.3,10.4,6.0,14.9,34.0,64.4,52.0,74.4,2.171,0.772,-1.2,12.3,14.0,10.9,52.0
0,59.8,17.0,73.1,1.534,0.922,7.7,12.0,2.0,22.6,17.0,49.4,38.0,70.7,1.348,0.837,0.4,9.7,7.0,14.6,38.0
1,55.7,4.0,75.4,1.985,0.954,8.7,9.0,1.0,27.6,4.0,51.3,27.0,73.1,2.128,0.877,2.1,12.4,9.0,18.5,27.0
0,51.5,89.0,73.2,2.35,0.783,2.1,9.4,12.0,11.3,83.0,53.0,22.0,70.6,2.427,0.906,3.6,7.8,4.0,21.5,22.0
1,49.6,23.0,76.0,1.788,0.904,2.1,9.5,11.0,20.7,23.0,56.9,29.0,71.7,2.011,0.875,5.6,11.8,3.0,17.9,29.0
0,50.3,134.0,60.7,1.752,0.605,-3.2,9.0,15.0,3.7,134.0,58.7,39.0,68.3,1.713,0.86,-0.3,9.4,10.0,16.2,39.0
1,54.9,1.0,70.6,1.863,0.961,11.6,10.4,1.0,29.2,1.0,52.9,19.0,75.9,1.774,0.885,4.0,10.2,5.0,18.7,19.0
1,60.7,6.0,77.7,1.709,0.959,8.9,9.5,2.0,28.5,6.0,49.0,14.0,75.1,2.218,0.926,6.9,11.2,3.0,23.4,14.0
