TEAM1_WIN,AST%_TEAM1,LAST_TEAM1,FT%_TEAM1,EXP_TEAM1,BARTHAG_TEAM1,WAB_TEAM1,CONSISTENCY TR RATING_TEAM1,SEED_TEAM1,BADJ EM_TEAM1,TR RANK_TEAM1,AST%_TEAM2,LAST_TEAM2,FT%_TEAM2,EXP_TEAM2,BARTHAG_TEAM2,WAB_TEAM2,CONSISTENCY TR RATING_TEAM2,SEED_TEAM2,BADJ EM_TEAM2,TR RANK_TEAM2
1,50.8,59.0,74.3,2.424,0.813,2.6,9.8,10.0,13.7,59.0,52.8,31.0,66.6,2.119,0.816,4.1,8.3,7.0,13.3,31.0
0,53.9,148.0,68.3,2.546,0.564,-5.2,9.6,15.0,2.3,147.0,52.0,9.0,73.3,1.348,0.933,7.4,7.5,2.0,23.1,10.0
1,55.0,1.0,73.1,1.559,0.973,6.7,11.0,1.0,32.4,1.0,59.6,23.0,69.2,1.725,0.875,1.4,11.6,9.0,17.2,24.0
0,53.6,99.0,69.5,2.364,0.726,0.7,10.8,12.0,8.6,99.0,52.9,19.0,75.3,2.292,0.88,4.5,10.4,4.0,17.4,19.0
1,52.3,14.0,69.9,2.456,0.943,6.5,10.2,3.0,23.6,14.0,55.4,45.0,75.9,2.393,0.836,1.8,9.1,11.0,14.8,45.0
1,56.6,12.0,72.9,0.988,0.943,7.2,10.5,2.0,26.0,13.0,60.7,27.0,74.7,1.746,0.848,2.9,9.5,7.0,15.4,27.0
0,56.1,6.0,69.8,1.781,0.952,8.9,9.8,1.0,26.8,6.0,53.6,28.0,77.2,1.742,0.866,4.3,12.5,8.0,16.9,28.0
0,51.0,25.0,76.7,2.27,0.887,3.9,8.4,5.0,17.7,25.0,49.9,8.0,73.6,2.209,0.933,5.1,8.5,4.0,23.5,7.0
0,53.3,17.0,74.9,2.664,0.918,3.3,8.2,6.0,21.1,17.0,58.9,7.0,70.3,1.778,0.933,7.1,10.4,3.0,25.1,8.0
1,51.6,136.0,68.5,1.895,0.604,-5.6,10.4,15.0,3.5,136.0,50.2,51.0,69.8,2.121,0.838,3.5,11.0,7.0,14.6,51.0
0,53.9,48.0,66.8,1.734,0.841,2.9,9.7,9.0,14.5,48.0,65.4,2.0,73.8,1.191,0.943,8.8,10.6,1.0,25.6,2.0
1,59.5,4.0,66.9,2.179,0.96,6.2,10.6,5.0,28.2,3.0,57.7,15.0,70.8,2.241,0.908,4.2,12.0,4.0,20.5,15.0
1,52.4,21.0,74.6,1.413,0.868,0.2,13.0,11.0,17.2,21.0,62.3,10.0,71.2,1.362,0.938,8.0,10.1,3.0,23.2,9.0
0,49.0,20.0,76.0,1.936,0.857,1.4,9.8,7.0,16.8,20.0,49.0,11.0,82.3,2.392,0.934,7.4,10.4,2.0,24.1,12.0
0,51.1,54.0,72.9,1.319,0.801,1.9,12.8,9.0,11.9,54.0,53.9,5.0,72.4,2.082,0.951,10.4,9.7,1.0,27.3,5.0
1,54.0,40.0,72.6,2.733,0.835,6.0,10.6,4.0,14.7,40.0,57.3,80.0,72.5,2.623,0.716,-1.6,7.5,12.0,8.3,80.0
1,60.1,68.0,68.4,2.195,0.849,2.8,12.3,11.0,14.4,68.0,44.0,33.0,74.2,1.462,0.863,6.5,9.5,3.0,16.3,33.0
0,52.0,9.0,73.3,1.348,0.933,7.4,7.5,2.0,23.1,10.0,50.8,59.0,74.3,2.424,0.813,2.6,9.8,10.0,13.7,59.0
0,55.0,1.0,73.1,1.559,0.973,6.7,11.0,1.0,32.4,1.0,52.9,19.0,75.3,2.292,0.88,4.5,10.4,4.0,17.4,19.0
0,52.3,14.0,69.9,2.456,0.943,6.5,10.2,3.0,23.6,14.0,56.6,12.0,72.9,0.988,0.943,7.2,10.5,2.0,26.0,13.0
1,53.6,28.0,77.2,1.742,0.866,4.3,12.5,8.0,16.9,28.0,49.9,8.0,73.6,2.209,0.933,5.1,8.5,4.0,23.5,7.0
1,51.6,136.0,68.5,1.895,0.604,-5.6,10.4,15.0,3.5,136.0,58.9,7.0,70.3,1.778,0.933,7.1,10.4,3.0,25.1,8.0
1,59.5,4.0,66.9,2.179,0.96,6.2,10.6,5.0,28.2,3.0,65.4,2.0,73.8,1.191,0.943,8.8,10.6,1.0,25.6,2.0
1,49.0,11.0,82.3,2.392,0.934,7.4,10.4,2.0,24.1,12.0,52.4,21.0,74.6,1.413,0.868,0.2,13.0,11.0,17.2,21.0
1,53.9,5.0,72.4,2.082,0.951,10.4,9.7,1.0,27.3,5.0,54.0,40.0,72.6,2.733,0.835,6.0,10.6,4.0,14.7,40.0
1,50.8,59.0,74.3,2.424,0.813,2.6,9.8,10.0,13.7,59.0,60.1,68.0,68.4,2.195,0.849,2.8,12.3,11.0,14.4,68.0
0,52.9,19.0,75.3,2.292,0.88,4.5,10.4,4.0,17.4,19.0,56.6,12.0,72.9,0.988,0.943,7.2,10.5,2.0,26.0,13.0
1,53.6,28.0,77.2,1.742,0.866,4.3,12.5,8.0,16.9,28.0,51.6,136.0,68.5,1.895,0.604,-5.6,10.4,15.0,3.5,136.0
1,49.0,11.0,82.3,2.392,0.934,7.4,10.4,2.0,24.1,12.0,59.5,4.0,66.9,2.179,0.96,6.2,10.6,5.0,28.2,3.0
1,53.9,5.0,72.4,2.082,0.951,10.4,9.7,1.0,27.3,5.0,50.8,59.0,74.3,2.424,0.813,2.6,9.8,10.0,13.7,59.0
0,56.6,12.0,72.9,0.988,0.943,7.2,10.5,2.0,26.0,13.0,53.6,28.0,77.2,1.742,0.866,4.3,12.5,8.0,16.9,28.0
1,53.9,5.0,72.4,2.082,0.951,10.4,9.7,1.0,27.3,5.0,49.0,11.0,82.3,2.392,0.934,7.4,10.4,2.0,24.1,12.0
1,53.9,5.0,72.4,2.082,0.951,10.4,9.7,1.0,27.3,5.0,53.6,28.0,77.2,1.742,0.866,4.3,12.5,8.0,16.9,28.0
0,48.0,219.0,70.9,2.363,0.365,-5.0,10.4,16.0,-4.9,219.0,53.6,1.0,72.6,1.528,0.979,8.5,9.0,1.0,35.7,1.0
1,50.0,29.0,74.4,2.102,0.864,0.3,10.2,8.0,16.5,29.0,51.1,51.0,69.8,2.462,0.863,2.1,10.9,9.0,16.4,51.0
1,55.8,12.0,64.2,2.215,0.903,3.2,11.5,5.0,20.1,12.0,58.1,90.0,76.3,2.321,0.793,0.1,10.8,12.0,11.9,90.0
1,59.7,101.0,70.6,1.43,0.763,-2.0,13.2,13.0,10.8,101.0,55.1,18.0,81.7,1.879,0.91,3.5,10.7,4.0,20.9,18.0
1,50.3,21.0,64.7,1.679,0.932,5.5,11.2,6.0,23.1,21.0,45.3,75.0,71.1,1.958,0.786,1.8,10.7,11.0,12.0,75.0
1,52.2,10.0,71.4,1.46,0.895,4.3,10.7,3.0,18.5,10.0,54.1,106.0,79.9,1.614,0.713,-3.1,8.4,14.0,8.2,106.0
0,55.7,113.0,69.2,2.131,0.716,-2.9,9.8,15.0,8.0,112.0,63.8,4.0,71.3,1.656,0.946,5.5,11.5,2.0,27.2,4.0
0,44.2,215.0,70.8,2.509,0.353,-4.4,7.4,16.0,-5.3,215.0,55.5,5.0,77.8,2.078,0.952,7.1,11.9,1.0,26.9,6.0
0,56.8,36.0,73.4,1.928,0.889,1.9,9.4,9.0,18.2,36.0,42.3,25.0,74.7,1.064,0.883,2.3,12.5,8.0,19.2,25.0
1,51.3,19.0,82.2,2.245,0.934,4.9,10.4,5.0,23.7,19.0,51.7,61.0,75.4,2.018,0.825,-1.1,10.3,12.0,13.5,61.0
1,51.9,13.0,73.8,1.949,0.929,2.4,12.0,4.0,23.5,13.0,44.1,103.0,68.3,1.735,0.619,-3.4,9.7,13.0,4.2,102.0
1,51.6,38.0,72.1,1.376,0.878,2.6,8.6,11.0,18.0,38.0,56.9,30.0,73.6,1.984,0.894,3.6,9.1,6.0,18.9,30.0
0,49.7,14.0,70.8,2.109,0.912,4.2,8.0,3.0,20.9,14.0,66.9,93.0,68.8,2.228,0.735,-1.1,12.0,14.0,8.6,93.0
1,53.7,37.0,70.3,1.869,0.856,0.1,9.8,10.0,15.8,37.0,49.4,22.0,73.1,1.785,0.918,2.0,8.7,7.0,21.6,23.0
1,50.8,7.0,72.0,1.841,0.928,6.9,12.4,2.0,22.1,7.0,56.0,166.0,74.3,1.731,0.555,-3.2,12.7,15.0,1.9,166.0
0,46.6,194.0,71.2,1.927,0.427,-4.9,9.5,16.0,-2.5,194.0,54.8,2.0,69.7,1.967,0.961,6.7,11.1,1.0,29.9,2.0
1,54.3,20.0,76.7,2.316,0.918,2.1,9.6,9.0,21.1,20.0,55.8,24.0,66.8,1.02,0.864,2.4,11.0,8.0,16.0,24.0
0,53.6,96.0,68.6,1.933,0.73,1.0,8.9,12.0,8.7,96.0,57.8,8.0,76.5,1.829,0.907,3.1,11.2,5.0,21.3,8.0
0,56.0,23.0,71.1,1.041,0.89,3.7,9.1,4.0,18.5,22.0,51.8,78.0,73.5,2.415,0.758,-2.4,8.4,13.0,9.8,77.0
0,60.6,45.0,71.8,1.486,0.862,-1.1,11.3,11.0,15.4,45.0,50.9,11.0,71.1,1.42,0.909,0.9,7.8,6.0,20.2,11.0
1,50.7,16.0,73.7,1.545,0.896,4.6,11.5,3.0,18.8,16.0,56.1,70.0,73.1,1.82,0.829,0.4,12.2,14.0,14.4,71.0
1,45.0,33.0,75.7,1.529,0.873,1.2,11.4,7.0,17.0,33.0,56.6,43.0,69.7,1.562,0.833,0.9,12.2,10.0,14.2,43.0
1,42.6,151.0,82.6,1.496,0.522,-4.9,9.3,15.0,0.8,151.0,49.5,9.0,76.3,1.963,0.929,6.0,9.9,2.0,24.3,9.0
1,55.5,3.0,69.1,1.627,0.951,8.8,11.9,1.0,26.6,3.0,58.2,152.0,77.7,1.77,0.565,-4.5,8.1,16.0,2.4,152.0
1,59.9,31.0,73.3,2.231,0.918,1.8,11.8,8.0,20.6,31.0,57.7,34.0,72.7,2.51,0.869,1.8,10.9,9.0,17.1,34.0
1,59.4,79.0,76.0,2.035,0.766,0.4,12.1,12.0,10.7,79.0,59.2,15.0,74.6,1.471,0.916,2.3,12.6,5.0,20.3,15.0
1,47.7,27.0,71.3,1.061,0.873,4.8,7.6,4.0,16.8,27.0,57.4,110.0,77.8,1.736,0.713,-1.7,9.7,13.0,8.3,109.0
0,53.7,26.0,71.9,2.399,0.926,3.1,9.3,6.0,22.0,26.0,56.5,42.0,78.4,1.527,0.837,0.5,12.1,11.0,14.9,42.0
1,52.3,17.0,71.7,1.787,0.902,3.0,6.9,3.0,20.2,17.0,51.3,162.0,68.3,1.69,0.559,-1.9,10.7,14.0,2.0,162.0
0,56.4,39.0,76.5,1.794,0.848,2.9,12.1,7.0,14.6,39.0,51.6,35.0,63.2,1.953,0.846,1.7,10.9,10.0,14.7,35.0
1,51.4,6.0,74.3,1.843,0.964,4.0,11.5,2.0,29.6,5.0,52.9,187.0,66.9,2.036,0.486,-2.7,9.6,15.0,-0.5,187.0
1,53.6,1.0,72.6,1.528,0.979,8.5,9.0,1.0,35.7,1.0,50.0,29.0,74.4,2.102,0.864,0.3,10.2,8.0,16.5,29.0
1,55.8,12.0,64.2,2.215,0.903,3.2,11.5,5.0,20.1,12.0,59.7,101.0,70.6,1.43,0.763,-2.0,13.2,13.0,10.8,101.0
0,52.2,10.0,71.4,1.46,0.895,4.3,10.7,3.0,18.5,10.0,50.3,21.0,64.7,1.679,0.932,5.5,11.2,6.0,23.1,21.0
0,63.8,4.0,71.3,1.656,0.946,5.5,11.5,2.0,27.2,4.0,48.4,32.0,70.4,2.265,0.877,4.8,8.6,7.0,17.9,32.0
0,42.3,25.0,74.7,1.064,0.883,2.3,12.5,8.0,19.2,25.0,55.5,5.0,77.8,2.078,0.952,7.1,11.9,1.0,26.9,6.0
0,51.3,19.0,82.2,2.245,0.934,4.9,10.4,5.0,23.7,19.0,51.9,13.0,73.8,1.949,0.929,2.4,12.0,4.0,23.5,13.0
1,51.6,38.0,72.1,1.376,0.878,2.6,8.6,11.0,18.0,38.0,66.9,93.0,68.8,2.228,0.735,-1.1,12.0,14.0,8.6,93.0
0,53.7,37.0,70.3,1.869,0.856,0.1,9.8,10.0,15.8,37.0,50.8,7.0,72.0,1.841,0.928,6.9,12.4,2.0,22.1,7.0
1,54.8,2.0,69.7,1.967,0.961,6.7,11.1,1.0,29.9,2.0,54.3,20.0,76.7,2.316,0.918,2.1,9.6,9.0,21.1,20.0
1,57.8,8.0,76.5,1.829,0.907,3.1,11.2,5.0,21.3,8.0,51.8,78.0,73.5,2.415,0.758,-2.4,8.4,13.0,9.8,77.0
0,50.9,11.0,71.1,1.42,0.909,0.9,7.8,6.0,20.2,11.0,50.7,16.0,73.7,1.545,0.896,4.6,11.5,3.0,18.8,16.0
0,45.0,33.0,75.7,1.529,0.873,1.2,11.4,7.0,17.0,33.0,42.6,151.0,82.6,1.496,0.522,-4.9,9.3,15.0,0.8,151.0
0,55.5,3.0,69.1,1.627,0.951,8.8,11.9,1.0,26.6,3.0,59.9,31.0,73.3,2.231,0.918,1.8,11.8,8.0,20.6,31.0
0,47.7,27.0,71.3,1.061,0.873,4.8,7.6,4.0,16.8,27.0,59.4,79.0,76.0,2.035,0.766,0.4,12.1,12.0,10.7,79.0
0,52.3,17.0,71.7,1.787,0.902,3.0,6.9,3.0,20.2,17.0,56.5,42.0,78.4,1.527,0.837,0.5,12.1,11.0,14.9,42.0
0,51.6,35.0,63.2,1.953,0.846,1.7,10.9,10.0,14.7,35.0,51.4,6.0,74.3,1.843,0.964,4.0,11.5,2.0,29.6,5.0
0,55.8,12.0,64.2,2.215,0.903,3.2,11.5,5.0,20.1,12.0,53.6,1.0,72.6,1.528,0.979,8.5,9.0,1.0,35.7,1.0
0,48.4,32.0,70.4,2.265,0.877,4.8,8.6,7.0,17.9,32.0,50.3,21.0,64.7,1.679,0.932,5.5,11.2,6.0,23.1,21.0
1,55.5,5.0,77.8,2.078,0.952,7.1,11.9,1.0,26.9,6.0,51.9,13.0,73.8,1.949,0.929,2.4,12.0,4.0,23.5,13.0
0,50.8,7.0,72.0,1.841,0.928,6.9,12.4,2.0,22.1,7.0,51.6,38.0,72.1,1.376,0.878,2.6,8.6,11.0,18.0,38.0
0,57.8,8.0,76.5,1.829,0.907,3.1,11.2,5.0,21.3,8.0,54.8,2.0,69.7,1.967,0.961,6.7,11.1,1.0,29.9,2.0
1,50.7,16.0,73.7,1.545,0.896,4.6,11.5,3.0,18.8,16.0,42.6,151.0,82.6,1.496,0.522,-4.9,9.3,15.0,0.8,151.0
0,59.9,31.0,73.3,2.231,0.918,1.8,11.8,8.0,20.6,31.0,59.4,79.0,76.0,2.035,0.766,0.4,12.1,12.0,10.7,79.0
1,51.4,6.0,74.3,1.843,0.964,4.0,11.5,2.0,29.6,5.0,56.5,42.0,78.4,1.527,0.837,0.5,12.1,11.0,14.9,42.0
1,53.6,1.0,72.6,1.528,0.979,8.5,9.0,1.0,35.7,1.0,50.3,21.0,64.7,1.679,0.932,5.5,11.2,6.0,23.1,21.0
0,55.5,5.0,77.8,2.078,0.952,7.1,11.9,1.0,26.9,6.0,51.6,38.0,72.1,1.376,0.878,2.6,8.6,11.0,18.0,38.0
1,54.8,2.0,69.7,1.967,0.961,6.7,11.1,1.0,29.9,2.0,50.7,16.0,73.7,1.545,0.896,4.6,11.5,3.0,18.8,16.0
1,51.4,6.0,74.3,1.843,0.964,4.0,11.5,2.0,29.6,5.0,59.4,79.0,76.0,2.035,0.766,0.4,12.1,12.0,10.7,79.0
1,53.6,1.0,72.6,1.528,0.979,8.5,9.0,1.0,35.7,1.0,51.6,38.0,72.1,1.376,0.878,2.6,8.6,11.0,18.0,38.0
1,54.8,2.0,69.7,1.967,0.961,6.7,11.1,1.0,29.9,2.0,51.4,6.0,74.3,1.843,0.964,4.0,11.5,2.0,29.6,5.0
0,53.6,1.0,72.6,1.528,0.979,8.5,9.0,1.0,35.7,1.0,54.8,2.0,69.7,1.967,0.961,6.7,11.1,1.0,29.9,2.0
1,52.2,1.0,69.0,0.687,0.97,11.2,11.1,1.0,31.0,1.0,46.1,194.0,76.5,1.355,0.423,-8.4,8.8,16.0,-2.9,194.0
0,55.4,44.0,69.8,1.496,0.888,1.4,10.2,8.0,17.1,44.0,53.7,50.0,64.5,2.283,0.874,2.2,9.8,9.0,17.2,50.0
1,53.5,109.0,77.9,1.845,0.73,-0.4,9.4,12.0,9.0,109.0,51.4,21.0,71.5,1.657,0.895,4.6,8.6,5.0,19.8,21.0
1,59.6,11.0,75.8,1.91,0.93,5.0,9.6,4.0,23.7,12.0,54.3,106.0,59.8,1.835,0.661,-3.0,9.4,13.0,5.7,106.0
1,52.4,26.0,74.8,0.692,0.89,4.2,9.7,6.0,18.7,26.0,61.9,58.0,73.6,1.44,0.785,1.4,10.1,11.0,12.1,58.0
1,46.1,23.0,75.4,1.102,0.907,7.3,7.3,3.0,21.2,23.0,56.8,96.0,73.3,2.113,0.707,-0.7,9.8,14.0,8.1,95.0
0,53.4,20.0,77.5,1.928,0.906,2.3,11.0,7.0,20.2,20.0,60.2,52.0,67.9,1.7,0.809,2.7,10.1,10.0,12.9,52.0
0,52.2,154.0,69.2,1.997,0.469,-7.6,11.5,15.0,-1.1,154.0,68.2,5.0,75.0,1.768,0.956,10.6,8.5,2.0,28.1,5.0
1,55.9,2.0,76.7,1.839,0.971,7.1,11.0,1.0,32.5,2.0,53.2,229.0,74.3,1.741,0.357,-9.2,11.2,16.0,-5.5,229.0
1,54.3,43.0,67.4,1.457,0.821,0.9,11.3,9.0,13.9,43.0,50.3,31.0,68.1,1.632,0.86,0.5,12.7,8.0,16.0,31.0
0,51.8,24.0,75.9,1.536,0.862,2.8,10.8,5.0,16.5,24.0,58.4,56.0,74.1,1.497,0.79,1.3,11.7,12.0,12.0,56.0
1,49.8,15.0,74.1,1.929,0.898,7.7,9.2,4.0,19.2,15.0,46.3,93.0,75.3,1.441,0.735,-0.8,10.0,13.0,9.1,94.0
1,55.0,25.0,68.8,2.316,0.88,5.7,10.1,6.0,18.0,25.0,51.1,49.0,67.1,1.328,0.773,0.2,11.1,11.0,11.0,49.0
1,51.3,9.0,72.8,1.87,0.953,7.0,11.3,3.0,25.8,9.0,62.1,115.0,67.0,1.616,0.678,-2.0,8.6,14.0,6.8,115.0
0,54.0,13.0,70.8,2.696,0.873,4.1,9.8,7.0,17.4,13.0,51.1,28.0,71.8,1.39,0.892,0.6,9.6,10.0,18.4,28.0
0,52.1,111.0,69.6,2.401,0.595,-3.0,11.0,15.0,3.5,111.0,54.2,7.0,69.8,1.42,0.966,9.2,11.1,2.0,29.1,6.0
0,51.8,184.0,71.6,1.73,0.454,-4.9,11.0,16.0,-1.7,184.0,56.6,3.0,74.6,1.552,0.976,11.1,9.4,1.0,33.9,3.0
1,48.9,32.0,69.1,2.126,0.863,2.5,9.9,9.0,16.1,33.0,54.2,48.0,78.3,1.67,0.86,1.0,9.4,8.0,16.5,47.0
1,52.6,36.0,71.9,1.237,0.826,-1.0,12.8,12.0,13.5,36.0,49.3,14.0,64.9,1.84,0.913,6.2,8.2,5.0,20.1,14.0
0,57.9,22.0,66.4,2.149,0.906,6.6,11.5,4.0,19.0,22.0,48.8,82.0,70.0,2.127,0.724,0.9,10.1,13.0,8.5,82.0
0,37.9,39.0,74.5,1.414,0.863,-0.6,11.7,11.0,16.9,39.0,57.7,19.0,72.7,1.66,0.854,3.7,10.1,6.0,16.4,19.0
0,54.0,114.0,66.0,1.764,0.64,-1.6,8.2,14.0,4.9,114.0,53.9,10.0,73.2,1.565,0.938,6.1,9.8,3.0,25.4,10.0
0,54.1,33.0,70.4,1.891,0.885,5.9,9.4,7.0,18.2,32.0,60.1,38.0,74.0,1.504,0.844,3.2,11.2,10.0,15.9,38.0
1,60.9,6.0,76.7,2.179,0.951,9.8,9.4,2.0,27.9,7.0,57.9,144.0,74.3,1.573,0.577,-4.1,9.6,15.0,2.9,144.0
0,50.4,186.0,74.1,2.012,0.372,-10.2,9.2,16.0,-4.9,186.0,61.3,4.0,74.2,1.759,0.956,10.0,11.0,1.0,28.0,4.0
1,47.5,46.0,69.4,2.147,0.811,3.3,8.3,9.0,12.6,46.0,61.8,42.0,74.8,1.314,0.846,2.2,9.4,8.0,15.3,42.0
0,52.7,57.0,67.3,2.0,0.802,1.6,10.1,12.0,12.8,57.0,53.0,12.0,71.6,2.174,0.926,6.1,11.4,5.0,23.5,11.0
1,48.8,16.0,69.7,1.073,0.908,8.3,9.1,4.0,20.3,16.0,54.7,83.0,75.1,2.104,0.685,-2.6,9.6,13.0,7.2,83.0
0,54.5,18.0,73.2,1.485,0.915,4.3,11.1,6.0,22.1,17.0,59.0,40.0,73.4,1.46,0.834,0.9,10.8,11.0,14.2,40.0
0,46.0,117.0,65.6,2.184,0.667,-1.1,9.3,14.0,6.3,116.0,55.8,17.0,70.2,1.802,0.932,7.9,9.8,3.0,23.2,18.0
0,51.8,51.0,70.8,1.521,0.771,-0.3,8.9,10.0,10.8,51.0,50.2,34.0,70.5,1.792,0.873,4.2,10.6,7.0,17.9,34.0
0,57.6,164.0,72.3,2.044,0.534,-2.5,8.3,15.0,1.2,164.0,52.1,8.0,74.0,0.592,0.942,8.8,12.1,2.0,25.2,8.0
1,52.2,1.0,69.0,0.687,0.97,11.2,11.1,1.0,31.0,1.0,53.7,50.0,64.5,2.283,0.874,2.2,9.8,9.0,17.2,50.0
0,53.5,109.0,77.9,1.845,0.73,-0.4,9.4,12.0,9.0,109.0,59.6,11.0,75.8,1.91,0.93,5.0,9.6,4.0,23.7,12.0
1,46.1,23.0,75.4,1.102,0.907,7.3,7.3,3.0,21.2,23.0,52.4,26.0,74.8,0.692,0.89,4.2,9.7,6.0,18.7,26.0
1,68.2,5.0,75.0,1.768,0.956,10.6,8.5,2.0,28.1,5.0,60.2,52.0,67.9,1.7,0.809,2.7,10.1,10.0,12.9,52.0
1,55.9,2.0,76.7,1.839,0.971,7.1,11.0,1.0,32.5,2.0,54.3,43.0,67.4,1.457,0.821,0.9,11.3,9.0,13.9,43.0
1,49.8,15.0,74.1,1.929,0.898,7.7,9.2,4.0,19.2,15.0,58.4,56.0,74.1,1.497,0.79,1.3,11.7,12.0,12.0,56.0
0,55.0,25.0,68.8,2.316,0.88,5.7,10.1,6.0,18.0,25.0,51.3,9.0,72.8,1.87,0.953,7.0,11.3,3.0,25.8,9.0
1,54.2,7.0,69.8,1.42,0.966,9.2,11.1,2.0,29.1,6.0,51.1,28.0,71.8,1.39,0.892,0.6,9.6,10.0,18.4,28.0
1,,,,,,,,,,,48.9,32.0,69.1,2.126,0.863,2.5,9.9,9.0,16.1,33.0
1,52.6,36.0,71.9,1.237,0.826,-1.0,12.8,12.0,13.5,36.0,48.8,82.0,70.0,2.127,0.724,0.9,10.1,13.0,8.5,82.0
0,57.7,19.0,72.7,1.66,0.854,3.7,10.1,6.0,16.4,19.0,53.9,10.0,73.2,1.565,0.938,6.1,9.8,3.0,25.4,10.0
0,60.1,38.0,74.0,1.504,0.844,3.2,11.2,10.0,15.9,38.0,60.9,6.0,76.7,2.179,0.951,9.8,9.4,2.0,27.9,7.0
0,47.5,46.0,69.4,2.147,0.811,3.3,8.3,9.0,12.6,46.0,61.3,4.0,74.2,1.759,0.956,10.0,11.0,1.0,28.0,4.0
0,48.8,16.0,69.7,1.073,0.908,8.3,9.1,4.0,20.3,16.0,53.0,12.0,71.6,2.174,0.926,6.1,11.4,5.0,23.5,11.0
1,55.8,17.0,70.2,1.802,0.932,7.9,9.8,3.0,23.2,18.0,59.0,40.0,73.4,1.46,0.834,0.9,10.8,11.0,14.2,40.0
1,52.1,8.0,74.0,0.592,0.942,8.8,12.1,2.0,25.2,8.0,50.2,34.0,70.5,1.792,0.873,4.2,10.6,7.0,17.9,34.0
0,59.6,11.0,75.8,1.91,0.93,5.0,9.6,4.0,23.7,12.0,52.2,1.0,69.0,0.687,0.97,11.2,11.1,1.0,31.0,1.0
1,68.2,5.0,75.0,1.768,0.956,10.6,8.5,2.0,28.1,5.0,46.1,23.0,75.4,1.102,0.907,7.3,7.3,3.0,21.2,23.0
1,55.9,2.0,76.7,1.839,0.971,7.1,11.0,1.0,32.5,2.0,49.8,15.0,74.1,1.929,0.898,7.7,9.2,4.0,19.2,15.0
1,51.3,9.0,72.8,1.87,0.953,7.0,11.3,3.0,25.8,9.0,54.2,7.0,69.8,1.42,0.966,9.2,11.1,2.0,29.1,6.0
0,52.6,36.0,71.9,1.237,0.826,-1.0,12.8,12.0,13.5,36.0,,,,,,,,,,
0,60.9,6.0,76.7,2.179,0.951,9.8,9.4,2.0,27.9,7.0,53.9,10.0,73.2,1.565,0.938,6.1,9.8,3.0,25.4,10.0
1,53.0,12.0,71.6,2.174,0.926,6.1,11.4,5.0,23.5,11.0,61.3,4.0,74.2,1.759,0.956,10.0,11.0,1.0,28.0,4.0
0,55.8,17.0,70.2,1.802,0.932,7.9,9.8,3.0,23.2,18.0,52.1,8.0,74.0,0.592,0.942,8.8,12.1,2.0,25.2,8.0
0,52.2,1.0,69.0,0.687,0.97,11.2,11.1,1.0,31.0,1.0,68.2,5.0,75.0,1.768,0.956,10.6,8.5,2.0,28.1,5.0
0,55.9,2.0,76.7,1.839,0.971,7.1,11.0,1.0,32.5,2.0,51.3,9.0,72.8,1.87,0.953,7.0,11.3,3.0,25.8,9.0
0,53.9,10.0,73.2,1.565,0.938,6.1,9.8,3.0,25.4,10.0,,,,,,,,,,
0,52.1,8.0,74.0,0.592,0.942,8.8,12.1,2.0,25.2,8.0,53.0,12.0,71.6,2.174,0.926,6.1,11.4,5.0,23.5,11.0
1,51.3,9.0,72.8,1.87,0.953,7.0,11.3,3.0,25.8,9.0,68.2,5.0,75.0,1.768,0.956,10.6,8.5,2.0,28.1,5.0
0,53.0,12.0,71.6,2.174,0.926,6.1,11.4,5.0,23.5,11.0,,,,,,,,,,
1,,,,,,,,,,,51.3,9.0,72.8,1.87,0.953,7.0,11.3,3.0,25.8,9.0
1,58.1,182.0,65.1,1.951,0.418,-4.9,10.7,16.0,-3.0,182.0,54.9,3.0,75.8,1.72,0.971,11.3,8.6,1.0,30.2,3.0
0,58.4,23.0,74.9,1.695,0.899,2.0,10.5,8.0,20.3,23.0,55.4,44.0,74.3,1.344,0.862,2.6,9.9,9.0,16.5,44.0
1,49.5,16.0,69.7,0.189,0.893,4.3,9.4,5.0,19.4,16.0,61.6,51.0,79.7,1.744,0.816,-2.9,11.9,12.0,14.2,51.0
1,54.6,84.0,69.6,1.751,0.763,-1.3,8.9,13.0,11.0,84.0,52.9,17.0,76.1,1.51,0.862,3.8,8.9,4.0,17.3,17.0
1,59.4,63.0,72.5,1.803,0.797,2.0,11.1,11.0,12.2,63.0,48.6,32.0,66.3,1.249,0.869,2.7,8.1,6.0,17.1,32.0
0,53.3,135.0,71.9,1.455,0.59,-3.5,9.2,14.0,3.1,135.0,62.7,15.0,75.6,1.393,0.921,6.4,10.2,3.0,22.0,15.0
0,44.8,33.0,66.8,0.957,0.861,1.4,8.7,10.0,15.9,33.0,58.0,41.0,74.7,2.161,0.85,2.5,10.0,7.0,16.5,40.0
1,60.8,6.0,68.7,1.731,0.947,5.9,9.4,2.0,24.6,6.0,48.5,112.0,68.3,1.916,0.673,-5.1,13.0,15.0,6.5,108.0
0,47.5,238.0,71.9,2.025,0.298,-10.9,9.1,16.0,-8.1,238.0,57.6,11.0,79.0,1.844,0.927,8.8,10.6,1.0,24.1,11.0
0,56.2,40.0,74.6,1.805,0.863,0.4,11.0,8.0,16.7,39.0,52.2,35.0,68.5,1.607,0.851,1.0,9.1,9.0,16.1,35.0
